t,a_x,a_y,a_z,v_x,v_y,v_z,r_x,r_y,r_z
6.88000000000001,0,0,-10.8990269203248,0,0,6.57707726348872,0,0,872.667067500752
6.92000000000001,0,0,-10.7666333873212,0,0,6.14641192799588,0,0,872.904310671162
6.96000000000001,0,0,-10.6441881081208,0,0,5.72064440367105,0,0,873.124621096822
7.00000000000001,0,0,-10.5312835591229,0,0,5.29939306130613,0,0,873.328171792427
7.04000000000001,0,0,-10.4275497625818,0,0,4.88229107080286,0,0,873.515121395449
7.08000000000001,0,0,-10.3326516038231,0,0,4.46898500664993,0,0,873.685614674432
7.12000000000001,0,0,-10.2462864481144,0,0,4.05913354872536,0,0,873.839782987222
7.16000000000001,0,0,-10.1681820270644,0,0,3.65240626764278,0,0,873.977744692306
7.20000000000001,0,0,-10.0980945684142,0,0,3.24848248490621,0,0,874.099605516048
7.24000000000001,0,0,-10.035807146569,0,0,2.84705019904345,0,0,874.205458878292
7.28000000000001,0,0,-9.9811282342709,0,0,2.44780506967262,0,0,874.295386178492
7.32000000000001,0,0,-9.93389043850327,0,0,2.05044945213248,0,0,874.369457044226
7.36000000000001,0,0,-9.8939494060983,0,0,1.65469147588855,0,0,874.427729543737
7.40000000000001,0,0,-9.86118288663977,0,0,1.26024416042296,0,0,874.470250363845
7.44000000000001,0,0,-9.83548994215842,0,0,0.866824562736625,0,0,874.497054954401
7.48000000000001,0,0,-9.81679029483895,0,0,0.474152950943066,0,0,874.508167640202
7.52000000000001,0,0,-9.80502380552994,0,0,0.081951998721869,0,0,874.503601701107
7.56000000000001,0,0,-9.80015007729871,0,0,-0.31005400437008,0,0,874.48335942087
7.60000000000001,0,0,-9.79785182037342,0,0,-0.701968077185016,0,0,874.447442416327
7.64000000000001,0,0,-9.78898890196922,0,0,-1.09352763326379,0,0,874.395870119874
7.68000000000001,0,0,-9.77327883257341,0,0,-1.48445878656672,0,0,874.328673145346
7.72000000000001,0,0,-9.75075839575423,0,0,-1.87448912239689,0,0,874.245892973733
7.76000000000001,0,0,-9.72148335152928,0,0,-2.26334845645806,0,0,874.147581848794
7.80000000000001,0,0,-9.68552813805418,0,0,-2.65076958198023,0,0,874.033802643004
7.84000000000001,0,0,-9.64298546377015,0,0,-3.03648900053104,0,0,873.904628694612
7.88000000000001,0,0,-9.5939657938837,0,0,-3.42024763228638,0,0,873.760143616685
7.92000000000001,0,0,-9.53859673609529,0,0,-3.80179150173019,0,0,873.600441079227
7.96000000000001,0,0,-9.47702233146562,0,0,-4.18087239498882,0,0,873.425624565562
8.00000000000001,0,0,-9.40940225719369,0,0,-4.55724848527657,0,0,873.235807104346
8.04,0,0,-9.3359109488668,0,0,-4.93068492323124,0,0,873.031110978657
8.08,0,0,-9.25673665042054,0,0,-5.30095438924806,0,0,872.811667413767
8.12,0,0,-9.17208040060639,0,0,-5.66783760527232,0,0,872.577616245236
8.16,0,0,-9.08215496520192,0,0,-6.03112380388039,0,0,872.329105569108
8.2,0,0,-8.98718372450904,0,0,-6.39061115286075,0,0,872.066291376014
8.24,0,0,-8.88739952586915,0,0,-6.74610713389552,0,0,871.789337171038
8.28,0,0,-8.78304351098116,0,0,-7.09742887433477,0,0,871.498413581255
8.32,0,0,-8.67436392774353,0,0,-7.44440343144451,0,0,871.193697952855
8.36,0,0,-8.56161493615952,0,0,-7.78686802889089,0,0,870.875373939751
8.4,0,0,-8.44505541755394,0,0,-8.12467024559305,0,0,870.543631085593
8.44,0,0,-8.32494779595869,0,0,-8.45766815743139,0,0,870.198664401059
8.48,0,0,-8.20155688004356,0,0,-8.78573043263314,0,0,869.84067393825
8.51999999999999,0,0,-8.07514873340997,0,0,-9.10873638196954,0,0,869.469864363984
8.55999999999999,0,0,-7.9459895804403,0,0,-9.42657596518715,0,0,869.086444533712
8.59999999999999,0,0,-7.81434475421746,0,0,-9.73914975535585,0,0,868.690627067695
8.63999999999999,0,0,-7.68047769231037,0,0,-10.0463688630483,0,0,868.282627931019
8.67999999999999,0,0,-7.54464898547481,0,0,-10.3481548224673,0,0,867.862666018932
8.71999999999999,0,0,-7.40711548355672,0,0,-10.6444394418095,0,0,867.430962748873
8.75999999999999,0,0,-7.26812946211968,0,0,-10.9351646202943,0,0,866.987741660491
8.79999999999999,0,0,-7.12793785255953,0,0,-11.2202821343967,0,0,866.533228024833
8.83999999999999,0,0,-6.98678153772813,0,0,-11.4997533959058,0,0,866.067648463767
8.87999999999999,0,0,-6.84489471437335,0,0,-11.7735491844808,0,0,865.591230580616
8.91999999999999,0,0,-6.70250432302173,0,0,-12.0416493574016,0,0,865.104202602862
8.95999999999998,0,0,-6.55982954529036,0,0,-12.3040425392132,0,0,864.606793037657
8.99999999999998,0,0,-6.41708136802127,0,0,-12.5607257939341,0,0,864.099230340805
9.03999999999998,0,0,-6.27446221308817,0,0,-12.8117042824576,0,0,863.581742599736
9.07999999999998,0,0,-6.13216563123654,0,0,-13.0569909077071,0,0,863.054557230923
9.11999999999998,0,0,-5.99037605788378,0,0,-13.2966059500224,0,0,862.517900692076
9.15999999999998,0,0,-5.84926862842904,0,0,-13.5305766951596,0,0,861.971998209366
9.19999999999998,0,0,-5.7090090503012,0,0,-13.7589370571716,0,0,861.417073519839
9.23999999999998,0,0,-5.56975352870804,0,0,-13.98172719832,0,0,860.853348629084
9.27999999999998,0,0,-5.43164874283774,0,0,-14.1989931480335,0,0,860.281043584168
9.31999999999998,0,0,-5.29483186910377,0,0,-14.4107864227976,0,0,859.700376261761
9.35999999999998,0,0,-5.15943064791231,0,0,-14.6171636487141,0,0,859.111562171294
9.39999999999998,0,0,-5.02556349036526,0,0,-14.8181861883287,0,0,858.514814272969
9.43999999999997,0,0,-4.89333962128705,0,0,-15.0139197731802,0,0,857.910342810344
9.47999999999997,0,0,-4.76285925497683,0,0,-15.2044341433793,0,0,857.298355157205
9.51999999999997,0,0,-4.63421380013493,0,0,-15.3898026953847,0,0,856.67905567835
9.55999999999997,0,0,-4.50748609048951,0,0,-15.5701021390043,0,0,856.052645603917
9.59999999999997,0,0,-4.38275063775263,0,0,-15.7454121645144,0,0,855.419322916826
9.63999999999997,0,0,-4.26007390365991,0,0,-15.9158151206608,0,0,854.779282252877
9.67999999999997,0,0,-4.13951458799186,0,0,-16.0813957041804,0,0,854.13271481304
9.71999999999997,0,0,-4.02112392963267,0,0,-16.2422406613657,0,0,853.479808287441
9.75999999999997,0,0,-3.90494601789236,0,0,-16.3984385020814,0,0,852.820746790544
9.79999999999997,0,0,-3.79101811149559,0,0,-16.5500792265413,0,0,852.155710806993
9.83999999999997,0,0,-3.67937096282399,0,0,-16.6972540650542,0,0,851.48487714762
9.87999999999997,0,0,-3.57002914518469,0,0,-16.8400552308616,0,0,850.80841891507
9.91999999999996,0,0,-3.46301138106439,0,0,-16.9785756861042,0,0,850.126505478521
9.95999999999996,0,0,-3.35833086951305,0,0,-17.1129089208847,0,0,849.43930245699
9.99999999999996,0,0,-3.25599561098333,0,0,-17.243148745324,0,0,848.746971710688
10.04,0,0,-3.15600872812827,0,0,-17.3693890944492,0,0,848.049671339928
10.08,0,0,-3.05836878123082,0,0,-17.4917238456984,0,0,847.347555691075
10.12,0,0,-2.96307007710231,0,0,-17.6102466487825,0,0,846.640775369062
10.16,0,0,-2.87010297044255,0,0,-17.7250507676002,0,0,845.929477255981
10.2,0,0,-2.7794541568016,0,0,-17.8362289338723,0,0,845.213804535301
10.24,0,0,-2.6911069564213,0,0,-17.9438732121291,0,0,844.493896721251
10.28,0,0,-2.60504158836354,0,0,-18.0480748756637,0,0,843.769889692953
10.32,0,0,-2.52123543445176,0,0,-18.1489242930417,0,0,843.041915732884
10.36,0,0,-2.43966329266235,0,0,-18.2465108247482,0,0,842.31010356926
10.4,0,0,-2.36029761970338,0,0,-18.3409227295364,0,0,841.574578421983
10.44,0,0,-2.28310876260952,0,0,-18.4322470800407,0,0,840.835462051771
10.48,0,0,-2.20806517926531,0,0,-18.5205696872113,0,0,840.092872812139
10.52,0,0,-2.13513364784262,0,0,-18.6059750331251,0,0,839.346925703896
10.56,0,0,-2.06427946520471,0,0,-18.6885462117332,0,0,838.597732431855
10.5999999999999,0,0,-1.99546663438744,0,0,-18.7683648771087,0,0,837.845401463463
10.6399999999999,0,0,-1.92865804131915,0,0,-18.8455111987615,0,0,837.090038089079
10.6799999999999,0,0,-1.86381562098518,0,0,-18.9200638236009,0,0,836.331744483638
10.7199999999999,0,0,-1.80090051328044,0,0,-18.9920998441321,0,0,835.570619769462
10.7599999999999,0,0,-1.73987320882566,0,0,-19.0616947724852,0,0,834.806760079996
10.7999999999999,0,0,-1.68069368504895,0,0,-19.1289225198871,0,0,834.040258624252
10.8399999999999,0,0,-1.62332153285616,0,0,-19.1938553812014,0,0,833.271205751778
10.8799999999999,0,0,-1.56771607422995,0,0,-19.2565640241706,0,0,832.499689017952
10.9199999999999,0,0,-1.51383647111036,0,0,-19.317117483015,0,0,831.725793249454
10.9599999999999,0,0,-1.46164182591879,0,0,-19.3755831560517,0,0,830.949600609752
10.9999999999999,0,0,-1.41109127409257,0,0,-19.4320268070154,0,0,830.171190664452
11.0399999999999,0,0,-1.36214406900047,0,0,-19.4865125697754,0,0,829.390640446406
11.0799999999999,0,0,-1.31475965960913,0,0,-19.5391029561598,0,0,828.608024520432
11.1199999999999,0,0,-1.26889776126845,0,0,-19.5898588666106,0,0,827.823415047558
11.1599999999999,0,0,-1.22451841997964,0,0,-19.6388396034097,0,0,827.036881848686
11.1999999999999,0,0,-1.18158207050375,0,0,-19.6861028862299,0,0,826.24849246758
11.2399999999999,0,0,-1.14004958866115,0,0,-19.7317048697763,0,0,825.458312233118
11.2799999999999,0,0,-1.09988233816366,0,0,-19.7757001633029,0,0,824.666404320716
11.3199999999999,0,0,-1.06104221231161,0,0,-19.8181418517953,0,0,823.872829812874
11.3599999999999,0,0,-1.02349167087754,0,0,-19.8590815186305,0,0,823.077647758792
11.3999999999999,0,0,-0.987193772487293,0,0,-19.8985692695299,0,0,822.280915232993
11.4399999999999,0,0,-0.952112202797377,0,0,-19.9366537576418,0,0,821.482687392925
11.4799999999999,0,0,-0.918211298756022,0,0,-19.9733822095921,0,0,820.683017535502
11.5199999999999,0,0,-0.885456069222739,0,0,-20.008800452361,0,0,819.881957152552
11.5599999999999,0,0,-0.853812212209238,0,0,-20.0429529408494,0,0,819.079555985149
11.5999999999999,0,0,-0.823246128992075,0,0,-20.075882786009,0,0,818.275862076805
11.6399999999999,0,0,-0.793724935335291,0,0,-20.1076317834225,0,0,817.47092182552
11.6799999999999,0,0,-0.765216470049101,0,0,-20.1382404422244,0,0,816.664780034655
11.7199999999999,0,0,-0.737689301098827,0,0,-20.1677480142684,0,0,815.857479962643
11.7599999999999,0,0,-0.711112729466574,0,0,-20.196192523447,0,0,815.049063371522
11.7999999999999,0,0,-0.685456790956774,0,0,-20.2236107950853,0,0,814.239570574286
11.8399999999999,0,0,-0.660692256125586,0,0,-20.2500384853303,0,0,813.429040481068
11.8799999999999,0,0,-0.636790628503528,0,0,-20.2755101104705,0,0,812.617510644146
11.9199999999999,0,0,-0.613724141270184,0,0,-20.3000590761213,0,0,811.805017301788
11.9599999999999,0,0,-0.591465752530082,0,0,-20.3237177062225,0,0,810.991595420937
11.9999999999999,0,0,-0.569989139328982,0,0,-20.3465172717956,0,0,810.177278738754
12.0399999999999,0,0,-0.549268690540885,0,0,-20.3684880194173,0,0,809.362099803025
12.0799999999999,0,0,-0.529279498747156,0,0,-20.3896591993672,0,0,808.546090011451
12.1199999999999,0,0,-0.509997351220834,0,0,-20.410059093416,0,0,807.729279649834
12.1599999999999,0,0,-0.491398720121206,0,0,-20.4297150422208,0,0,806.911697929169
12.1999999999999,0,0,-0.473460751996239,0,0,-20.4486534723007,0,0,806.093373021675
12.2399999999999,0,0,-0.456161256683206,0,0,-20.466899922568,0,0,805.274332095767
12.2799999999999,0,0,-0.439478695691115,0,0,-20.4844790703957,0,0,804.454601349994
12.3199999999999,0,0,-0.423392170142082,0,0,-20.5014147572013,0,0,803.63420604597
12.3599999999999,0,0,-0.407881408342833,0,0,-20.5177300135351,0,0,802.813170540302
12.3999999999999,0,0,-0.392926753051762,0,0,-20.5334470836571,0,0,801.991518315553
12.4399999999999,0,0,-0.378509148501546,0,0,-20.5485874495972,0,0,801.169272010251
12.4799999999999,0,0,-0.364610127232512,0,0,-20.5631718546865,0,0,800.346453447961
12.5199999999999,0,0,-0.351211796786963,0,0,-20.577220326558,0,0,799.523083665462
12.5599999999999,0,0,-0.338296826310458,0,0,-20.5907521996104,0,0,798.699182940016
12.5999999999999,0,0,-0.325848433101825,0,0,-20.6037861369345,0,0,797.874770815792
12.6399999999999,0,0,-0.313850369149829,0,0,-20.6163401517005,0,0,797.049866129429
12.6799999999999,0,0,-0.302286907690874,0,0,-20.6284316280081,0,0,796.224487034782
12.7199999999999,0,0,-0.291142829818698,0,0,-20.6400773412008,0,0,795.398651026871
12.7599999999999,0,0,-0.280403411173962,0,0,-20.6512934776478,0,0,794.572374965036
12.7999999999999,0,0,-0.270054408738744,0,0,-20.6620956539974,0,0,793.745675095349
12.8399999999999,0,0,-0.260082047758182,0,0,-20.6724989359077,0,0,792.918567072274
12.8799999999999,0,0,-0.250473008809154,0,0,-20.68251785626,0,0,792.091065979617
12.9199999999999,0,0,-0.241214415033491,0,0,-20.6921664328614,0,0,791.26318635077
12.9599999999999,0,0,-0.232293819551092,0,0,-20.7014581856434,0,0,790.434942188289
12.9999999999999,0,0,-0.223699193066421,0,0,-20.7104061533661,0,0,789.6063469828
13.0399999999999,0,0,-0.215418911679992,0,0,-20.7190229098333,0,0,788.777413731277
13.0799999999999,0,0,-0.207441744914824,0,0,-20.7273205796299,0,0,787.948154954696
13.1199999999999,0,0,-0.199756843966281,0,0,-20.7353108533885,0,0,787.118582715085
13.1599999999999,0,0,-0.192353730182404,0,0,-20.7430050025958,0,0,786.288708631997
13.1999999999999,0,0,-0.185222283780442,0,0,-20.750413893947,0,0,785.458543898413
13.2399999999999,0,0,-0.178352732804203,0,0,-20.7575480032592,0,0,784.628099296096
13.2799999999999,0,0,-0.171735642325769,0,0,-20.7644174289522,0,0,783.797385210424
13.3199999999999,0,0,-0.165361903894118,0,0,-20.771031905108,0,0,782.966411644697
13.3599999999999,0,0,-0.159222725232329,0,0,-20.7774008141173,0,0,782.135188233952
13.3999999999999,0,0,-0.153309620184279,0,0,-20.7835331989247,0,0,781.303724258299
13.4399999999999,0,0,-0.147614398910964,0,0,-20.7894377748811,0,0,780.472028655784
